Label,Eigenvector Centrality,Closeness Centrality,Betweenness Centrality
Main-DueToTheDead,0.0246,2.84,"432,219"
Main-OffingTheOffspring,0.0245,2.85,"340,479"
Main-IdiotPlot,0.0245,2.69,"877,654"
Main-UngratefulBastard,0.0245,2.94,"163,893"
Main-MysteriousPast,0.0244,2.82,"425,926"
Main-DidntSeeThatComing,0.0244,2.83,"271,108"
Main-TheGovernment,0.0244,3.14,"56,875"
Main-BlueBlood,0.0243,2.88,"568,182"
Main-BetterToDieThanBeKilled,0.0243,2.89,"251,084"
Main-HeroWithBadPublicity,0.0242,2.79,"358,653"
Main-TheAlcatraz,0.0241,2.91,"251,504"
Main-SuicideByCop,0.0241,2.91,"256,425"
Main-PrivateMilitaryContractors,0.0241,2.92,"340,177"
Main-IJustWantToBeSpecial,0.0240,2.91,"207,725"
Main-BadDreams,0.0239,2.92,"218,181"
Main-StateSec,0.0238,2.90,"341,307"
Main-LawfulNeutral,0.0238,2.86,"166,471"
Main-TheRevolutionWillNotBeCivilized,0.0238,3.00,"143,385"
Main-DontYouDarePityMe,0.0238,2.91,"380,918"
Main-DuelToTheDeath,0.0238,2.95,"208,078"
Main-DarkestHour,0.0237,2.87,"227,937"
Main-EvilFeelsGood,0.0237,2.99,"65,348"
Main-SociopathicSoldier,0.0236,2.93,"133,294"
Main-AndYourLittleDogToo,0.0236,2.98,"76,918"
Main-DumbIsGood,0.0235,2.88,"235,821"
Main-TorchesAndPitchforks,0.0233,2.96,"262,841"
Main-HesBack,0.0233,2.91,"183,747"
Main-NeverMyFault,0.0232,2.83,"286,879"
Main-TheKingdom,0.0231,3.01,"107,467"
Main-TheRemnant,0.0231,2.92,"123,485"
Main-VillainSue,0.0231,3.23,"21,650"
Main-SacrificialLion,0.0230,2.88,"194,666"
Main-TalkToTheFist,0.0230,2.83,"218,727"
Main-Fingore,0.0229,2.84,"431,616"
Main-EvilCostumeSwitch,0.0229,2.83,"177,878"
Main-NecessarilyEvil,0.0229,2.92,"114,346"
Main-LockedOutOfTheLoop,0.0228,2.99,"141,113"
Main-KillTheCutie,0.0228,2.88,"237,218"
Main-ThatManIsDead,0.0227,2.80,"306,478"
Main-JekyllAndHyde,0.0227,2.93,"557,261"
Main-FromNobodyToNightmare,0.0226,2.77,"302,013"
Main-DeathByIrony,0.0226,3.03,"102,910"
Main-LackOfEmpathy,0.0226,2.86,"237,687"
Main-TragicMonster,0.0226,2.92,"152,212"
Main-TyrantTakesTheHelm,0.0225,2.92,"207,897"
Main-ShadowArchetype,0.0225,2.84,"178,900"
Main-MyDeathIsJustTheBeginning,0.0225,2.92,"138,527"
Main-TheAntichrist,0.0225,3.03,"107,848"
Main-YesMan,0.0224,3.05,"74,357"
Main-Blackmail,0.0224,2.89,"369,732"
Main-MilesGloriosus,0.0224,2.87,"245,665"
Main-MacGuffinGirl,0.0223,3.02,"81,485"
Main-HappinessInSlavery,0.0223,2.87,"372,675"
Main-HarmfulToMinors,0.0223,2.82,"319,110"
Main-ByronicHero,0.0223,2.88,"215,688"
Main-BlackKnight,0.0223,2.85,"355,690"
Main-EccentricMentor,0.0223,2.95,"160,593"
Main-StupidEvil,0.0222,2.87,"2,016,056"
Main-VillainsOutShopping,0.0222,2.82,"252,693"
Main-DeadlyDecadentCourt,0.0222,2.99,"158,944"
Main-SupervillainLair,0.0222,2.99,"100,641"
Main-EnigmaticMinion,0.0221,2.97,"147,312"
Main-ISurrenderSuckers,0.0221,2.90,"120,168"
Main-Retirony,0.0220,2.87,"343,752"
Main-IGaveMyWord,0.0219,2.85,"300,892"
Main-SomebodyElsesProblem,0.0219,3.01,"125,202"
Main-PragmaticVillainy,0.0219,2.90,"134,382"
Main-GoOutWithASmile,0.0218,2.89,"194,906"
Main-RoyalBrat,0.0218,2.99,"158,599"
Main-IronWoobie,0.0218,2.80,"311,513"
Main-OfficerAndAGentleman,0.0218,2.97,"158,245"
Main-ThisIsUnforgivable,0.0218,2.90,"143,528"
Main-InTheBack,0.0217,2.96,"148,487"
Main-BandOfBrothers,0.0217,2.95,"143,239"
Main-HistoricalVillainUpgrade,0.0217,2.82,"455,666"
Main-DyingLikeAnimals,0.0217,2.89,"283,393"
Main-WhatYouAreInTheDark,0.0215,2.89,"226,665"
Main-EvilIsHammy,0.0215,2.83,"174,400"
Main-DemonLordsAndArchdevils,0.0214,2.97,"154,745"
Main-TheSociopath,0.0214,2.75,"366,816"
Main-EngineeredPublicConfession,0.0214,2.90,"260,286"
Main-ThrowTheDogABone,0.0213,2.86,"174,595"
Main-Unperson,0.0213,2.93,"187,250"
Main-TheSpartanWay,0.0213,2.95,"133,016"
Main-AmnesiacDissonance,0.0213,2.87,"194,007"
Main-UnholyMatrimony,0.0212,2.84,"223,871"
Main-TheCallKnowsWhereYouLive,0.0212,2.99,"146,119"
Main-IfYouKillHimYouWillBeJustLikeHim,0.0212,2.87,"167,163"
Main-TeethClenchedTeamwork,0.0210,2.92,"149,620"
Main-BigBrotherIsWatching,0.0210,2.99,"174,389"
Main-HolierThanThou,0.0209,2.98,"165,088"
Main-MartialPacifist,0.0209,2.98,"70,808"
Main-SmugSuper,0.0208,2.95,"79,105"
Main-GodsNeedPrayerBadly,0.0208,2.94,"185,229"
Main-HuntingTheMostDangerousGame,0.0208,2.91,"360,106"
Main-WarriorPrince,0.0207,2.96,"198,727"
Main-BigBadWannabe,0.0207,2.88,"81,419"
Main-TheMaster,0.0207,3.07,"93,676"
Main-InnocentBystander,0.0207,2.99,"202,973"
Main-ReassignedToAntarctica,0.0207,2.94,"244,872"
Main-WouldHurtAChild,0.0206,2.82,"287,724"
Main-VillainTeamUp,0.0206,2.88,"166,027"
Main-BigBadEnsemble,0.0206,2.89,"114,229"
Main-ButForMeItWasTuesday,0.0206,2.81,"215,041"
Main-LikeABadassOutOfHell,0.0205,2.89,"199,146"
Main-VillainousBSOD,0.0205,2.82,"231,318"
Main-HitmanWithAHeart,0.0203,3.02,"152,988"
Main-ElectricTorture,0.0203,2.90,"153,034"
Main-BalanceBetweenGoodAndEvil,0.0203,2.81,"201,819"
Main-CivilWar,0.0201,3.17,"28,721"
Main-EatsBabies,0.0201,2.92,"177,346"
Main-CycleOfRevenge,0.0201,2.93,"145,743"
Main-BenevolentBoss,0.0200,2.93,"144,184"
Main-ThisCannotBe,0.0200,2.88,"164,739"
Main-AlasPoorVillain,0.0200,2.72,"373,434"
Main-OrcusOnHisThrone,0.0199,2.87,"130,052"
Main-AnimalWrongsGroup,0.0199,2.94,"217,785"
Main-TreacherousAdvisor,0.0199,2.96,"157,882"
Main-WhosLaughingNow,0.0198,2.84,"158,492"
Main-PraetorianGuard,0.0198,2.86,"137,699"
Main-TakeMyHand,0.0198,2.88,"155,305"
Main-YouAreNotAlone,0.0197,2.78,"371,392"
Main-OurPresidentsAreDifferent,0.0197,2.87,"426,147"
Main-FinalSpeech,0.0197,2.92,"152,735"
Main-HeroKiller,0.0196,2.85,"120,199"
Main-TheMafiya,0.0196,3.04,"228,063"
Main-BarrierMaiden,0.0196,2.98,"73,201"
Main-GladiatorGames,0.0196,2.99,"176,757"
Main-SurvivorGuilt,0.0196,2.95,"130,816"
Main-IKnowYouKnowIKnow,0.0195,2.94,"179,238"
Main-VillainExitStageLeft,0.0195,2.92,"117,571"
Main-MadeASlave,0.0194,3.02,"237,274"
Main-SecretPolice,0.0194,3.12,"114,981"
Main-DividedWeFall,0.0194,2.98,"115,147"
Main-BlackCloak,0.0194,2.95,"120,195"
Main-InvincibleHero,0.0193,2.78,"332,774"
Main-DarkIsEvil,0.0193,2.93,"140,514"
Main-ComesGreatResponsibility,0.0193,2.95,"94,260"
Main-PoisonousFriend,0.0192,2.93,"94,279"
Main-TraumaInducedAmnesia,0.0191,3.03,"101,630"
Main-JackassGenie,0.0190,2.90,"154,541"
Main-LesCollaborateurs,0.0190,3.02,"153,916"
Main-CowardlyLion,0.0189,2.97,"188,992"
Main-TheDreaded,0.0189,2.83,"124,500"
Main-DragonAscendant,0.0189,2.99,"50,279"
Main-TheFettered,0.0189,2.95,"87,338"
Main-ArmorPiercingQuestion,0.0188,2.83,"247,702"
Main-MyCountryRightOrWrong,0.0188,3.03,"129,961"
Main-TheBully,0.0187,2.94,"337,548"
Main-AwfulTruth,0.0187,2.91,"177,525"
Main-AwesomeMomentOfCrowning,0.0186,2.90,"255,523"
Main-YouKillItYouBoughtIt,0.0185,2.99,"70,065"
Main-ToThePain,0.0185,2.94,"88,998"
Main-ItsAllMyFault,0.0185,2.89,"128,537"
Main-DragonInChief,0.0185,2.92,"79,628"
Main-Greed,0.0185,2.99,"104,634"
Main-KickThemWhileTheyAreDown,0.0184,2.81,"218,324"
Main-EvilUncle,0.0184,2.87,"301,071"
Main-StrawVulcan,0.0183,2.96,"110,445"
Main-NoOneGetsLeftBehind,0.0183,2.92,"172,834"
Main-ThePsychoRangers,0.0182,2.85,"190,216"
Main-RoyalBlood,0.0182,2.99,"139,128"
Main-ForcedToWatch,0.0182,2.92,"160,190"
Main-CrucifiedHeroShot,0.0182,2.94,"143,755"
Main-ThereCanBeOnlyOne,0.0182,3.04,"83,824"
Main-AFriendInNeed,0.0181,2.99,"106,372"
Main-StrawmanHasAPoint,0.0181,2.75,"439,594"
Main-TheHeroDies,0.0181,2.91,"211,218"
Main-ProtagonistCenteredMorality,0.0181,2.83,"222,731"
Main-TarotMotifs,0.0180,2.83,"470,628"
Main-DrunkOnTheDarkSide,0.0180,3.03,"24,583"
Main-LukeYouAreMyFather,0.0180,2.99,"140,827"
Main-AndThatsTerrible,0.0180,3.01,"92,243"
Main-MildlyMilitary,0.0179,2.93,"148,976"
Main-EvilIsPetty,0.0179,2.95,"65,032"
Main-DyingAlone,0.0179,2.93,"191,361"
Main-TheProtagonist,0.0179,3.50,"12,956"
Main-HollywoodAtheist,0.0177,2.90,"316,354"
Main-HighHeelFaceTurn,0.0177,2.93,"98,259"
Main-TheAmericanCivilWar,0.0177,2.84,"432,658"
Main-HumanShield,0.0177,2.92,"138,783"
Main-MindProbe,0.0177,2.89,"116,524"
Main-ConsummateLiar,0.0177,2.91,"157,403"
Main-CombatSadomasochist,0.0176,2.93,"65,165"
Main-WarForFunAndProfit,0.0176,2.87,"171,875"
Main-AlwaysABiggerFish,0.0176,3.00,"121,464"
Main-LovableCoward,0.0175,3.02,"88,990"
Main-EvenEvilHasLovedOnes,0.0175,2.90,"99,596"
Main-Orochi,0.0175,2.92,"72,915"
Main-PsychoticSmirk,0.0174,2.80,"163,804"
Main-GodzillaThreshold,0.0173,2.88,"100,323"
Main-CoDragons,0.0173,2.83,"140,305"
Main-CrazySurvivalist,0.0173,3.00,"99,101"
Main-RoyallyScrewedUp,0.0173,2.97,"76,358"
Main-NeutralGood,0.0173,2.82,"108,463"
Main-EvilTastesGood,0.0173,2.99,"62,581"
Main-BastardUnderstudy,0.0173,3.00,"45,995"
Main-DragonWithAnAgenda,0.0172,2.97,"57,007"
Main-MeleeATrois,0.0172,2.86,"223,367"
Main-AngstWhatAngst,0.0171,2.70,"440,550"
Main-RewardedAsATraitorDeserves,0.0171,2.92,"127,071"
Main-ZeroPercentApprovalRating,0.0171,3.01,"87,214"
Main-IShallTauntYou,0.0171,2.88,"139,559"
Main-AllCrimesAreEqual,0.0171,2.97,"97,425"
Main-MagneticHero,0.0170,2.93,"86,490"
Main-EverybodyLives,0.0170,2.99,"88,629"
Main-AgonyBeam,0.0170,2.95,"71,417"
Main-YourTerroristsAreOurFreedomFighters,0.0169,2.98,"139,078"
Main-TakeUpMySword,0.0169,2.96,"109,293"
Main-AdultFear,0.0169,2.83,"425,764"
Main-BoxedCrook,0.0169,2.94,"168,659"
Main-IKnowYoureInThereSomewhereFight,0.0169,2.80,"202,736"
Main-ConflictBall,0.0168,2.97,"134,915"
Main-MakeItLookLikeAnAccident,0.0168,2.95,"220,954"
Main-TheHerosJourney,0.0168,3.14,"89,070"
Main-EtTuBrute,0.0168,2.86,"166,252"
Main-MurderIsTheBestSolution,0.0168,2.91,"150,289"
Main-MikeNelsonDestroyerOfWorlds,0.0167,2.93,"124,540"
Main-FalseFlagOperation,0.0167,2.91,"227,604"
Main-DidYouJustFlipOffCthulhu,0.0167,2.92,"114,921"
Main-ApocalypseMaiden,0.0167,2.92,"77,852"
Main-KnightTemplarBigBrother,0.0167,2.92,"114,522"
Main-NewMeat,0.0165,3.03,"84,185"
Main-ContractualGenreBlindness,0.0165,2.99,"37,644"
Main-TheUnfought,0.0165,2.91,"93,210"
Main-TheEvilsOfFreeWill,0.0165,2.95,"113,327"
Main-CruelMercy,0.0165,2.84,"149,683"
Main-CombatByChampion,0.0164,2.98,"101,911"
Main-MookFaceTurn,0.0164,2.98,"89,233"
Main-HeroInsurance,0.0164,2.85,"169,887"
Main-GoodFeelsGood,0.0163,2.94,"81,782"
Main-AboveGoodAndEvil,0.0163,3.02,"54,707"
Main-IgnoredEpiphany,0.0161,2.95,"97,941"
Main-AndThisIsFor,0.0161,2.89,"138,206"
Main-DoubleAgent,0.0161,3.08,"89,622"
Main-IOweYouMyLife,0.0161,3.00,"108,486"
Main-TheNeidermeyer,0.0160,2.96,"153,671"
Main-EpiphanyTherapy,0.0159,2.87,"167,062"
Main-ThrownOutTheAirlock,0.0159,2.95,"89,270"
Main-BestServedCold,0.0159,3.00,"62,722"
Main-MentorOccupationalHazard,0.0159,2.95,"135,377"
Main-PunctuatedPounding,0.0158,2.81,"130,135"
Main-DirtyBusiness,0.0158,2.99,"43,593"
Main-TheQuisling,0.0158,2.96,"99,940"
Main-YouAreTooLate,0.0158,2.87,"105,916"
Main-LonelyAtTheTop,0.0157,2.97,"86,082"
Main-BattleRoyaleWithCheese,0.0157,2.85,"168,826"
Main-SigilSpam,0.0157,2.88,"130,051"
Main-FaceDeathWithDignity,0.0157,2.96,"127,932"
Main-TheRenfield,0.0156,2.97,"96,109"
Main-KingIncognito,0.0156,2.94,"183,750"
Main-ScrewTheRulesImDoingWhatsRight,0.0156,2.93,"112,965"
Main-PeoplesRepublicOfTyranny,0.0156,3.04,"92,922"
Main-TheWorldIsAlwaysDoomed,0.0156,2.94,"96,308"
Main-BeingTorturedMakesYouEvil,0.0155,2.94,"79,119"
Main-FightingFromTheInside,0.0155,2.80,"187,004"
Main-ToBeAMaster,0.0155,3.04,"136,196"
Main-NeutralEvil,0.0155,2.78,"135,085"
Main-ManOfWealthAndTaste,0.0154,2.92,"114,177"
Main-GalacticConqueror,0.0154,2.99,"47,680"
Main-ForgottenFallenFriend,0.0153,2.86,"95,766"
Main-GovernmentAgencyOfFiction,0.0153,2.90,"278,528"
Main-ByTheBookCop,0.0153,3.09,"67,146"
Main-SplitPersonalityTakeover,0.0153,3.01,"58,055"
Main-MeanCharacterNiceActor,0.0153,3.08,"73,661"
Main-AlmostDeadGuy,0.0152,2.85,"163,773"
Main-DrunkWithPower,0.0152,3.01,"63,475"
Main-MemoryGambit,0.0152,3.00,"59,213"
Main-TheWisePrince,0.0152,2.91,"209,515"
Main-ChaoticStupid,0.0151,2.99,"63,147"
Main-TheButcher,0.0151,2.90,"163,376"
Main-SoProudOfYou,0.0150,2.94,"75,030"
Main-SergeantRock,0.0150,3.03,"85,736"
Main-FalseReassurance,0.0149,2.89,"141,125"
Main-FeudingFamilies,0.0149,2.97,"240,437"
Main-CorruptHick,0.0149,3.04,"146,459"
Main-RevengeByProxy,0.0149,2.96,"122,613"
Main-RevengeBeforeReason,0.0149,3.01,"62,126"
Main-GoodAllAlong,0.0149,2.96,"58,045"
Main-TheCorrupter,0.0148,3.00,"55,834"
Main-VestigialEmpire,0.0148,3.01,"93,724"
Main-ApatheticCitizens,0.0148,2.92,"150,360"
Main-MacGuffinDeliveryService,0.0148,2.82,"172,134"
Main-InterruptedSuicide,0.0147,2.94,"182,566"
Main-TheAmericanRevolution,0.0147,2.88,"304,455"
Main-MaliciousSlander,0.0147,3.09,"78,460"
Main-KnightTemplarParent,0.0146,3.07,"61,011"
Main-DyingAsYourself,0.0146,2.98,"75,601"
Main-TheEvilPrince,0.0146,2.85,"251,914"
Main-VillainEpisode,0.0146,2.92,"153,748"
Main-WarriorTherapist,0.0146,3.00,"51,513"
Main-ThePromise,0.0146,2.99,"84,700"
Main-DastardlyWhiplash,0.0146,2.92,"190,798"
Main-ScrewTheRulesIMakeThem,0.0146,3.06,"124,314"
Main-TheBrigadier,0.0146,3.11,"32,320"
Main-PoliceBrutality,0.0145,3.01,"101,829"
Main-MurderInc,0.0145,3.06,"56,036"
Main-Face,0.0145,3.23,"16,203"
Main-InLoveWithYourCarnage,0.0145,2.82,"104,661"
Main-GoodOldWays,0.0145,3.03,"92,086"
Main-PatrioticFervor,0.0145,3.07,"108,515"
Main-AsTheGoodBookSays,0.0145,2.92,"260,343"
Main-VillainousGlutton,0.0145,2.94,"68,307"
Main-WarriorMonk,0.0144,2.92,"216,659"
Main-MustMakeAmends,0.0143,3.02,"28,833"
Main-BeingGoodSucks,0.0143,2.94,"76,998"
Main-ButNowIMustGo,0.0143,2.80,"305,908"
Main-DoomMagnet,0.0142,2.82,"151,584"
Main-SlaveToPR,0.0142,3.02,"95,775"
Main-HistoricalHeroUpgrade,0.0141,2.95,"165,238"
Main-OnlyInItForTheMoney,0.0141,3.02,"93,102"
Main-JustEatGilligan,0.0141,2.94,"90,235"
Main-UsedToBeASweetKid,0.0140,2.86,"133,082"
Main-ItAmusedMe,0.0140,2.96,"107,111"
Main-FailureKnight,0.0140,2.92,"147,962"
Main-KneelBeforeZod,0.0140,2.91,"95,689"
Main-JadeColoredGlasses,0.0140,3.02,"67,386"
Main-TheTriadsAndTheTongs,0.0140,2.98,"190,079"
Main-FlawExploitation,0.0140,2.95,"49,896"
Main-ThinkNothingOfIt,0.0140,3.00,"90,744"
Main-ThisIsYourBrainOnEvil,0.0139,3.01,"35,887"
Main-WesternTerrorists,0.0139,3.02,"89,554"
Main-EvilOldFolks,0.0139,2.95,"66,805"
Main-MyMasterRightOrWrong,0.0139,2.92,"97,567"
Main-BrokeYourArmPunchingOutCthulhu,0.0139,2.88,"85,664"
Main-FarmBoy,0.0139,3.04,"56,715"
Main-ILetGwenStacyDie,0.0138,2.95,"97,118"
Main-TokenGoodTeammate,0.0138,2.93,"92,619"
Main-KansasCityShuffle,0.0138,3.06,"126,964"
Main-Necromantic,0.0138,2.95,"68,547"
Main-HeelFaceDoorSlam,0.0137,2.89,"105,149"
Main-ILLKILLYOU,0.0137,2.89,"179,463"
Main-YoureInsane,0.0137,2.86,"113,534"
Main-LivingMacGuffin,0.0137,3.02,"74,575"
Main-AndThenJohnWasAZombie,0.0137,2.91,"233,687"
Main-StupidSacrifice,0.0136,2.90,"120,262"
Main-YourDaysAreNumbered,0.0136,2.96,"127,119"
Main-AsLongAsThereIsEvil,0.0136,2.93,"105,139"
Main-AntiAntiChrist,0.0135,2.93,"104,013"
Main-TheDrifter,0.0135,2.88,"276,758"
Main-MoreHeroThanThou,0.0135,3.02,"40,457"
Main-YouCantThwartStageOne,0.0135,2.87,"102,629"
Main-ScrewTheRulesIHaveConnections,0.0135,3.06,"51,518"
Main-RebelLeader,0.0135,3.07,"39,133"
Main-MilitaryMaverick,0.0135,3.01,"103,377"
Main-NoMrBondIExpectYouToDine,0.0135,2.96,"71,674"
Main-YourApprovalFillsMeWithShame,0.0134,2.91,"68,714"
Main-ItHasBeenAnHonor,0.0134,2.93,"73,993"
Main-YouAreInCommandNow,0.0134,2.99,"97,953"
Main-Seppuku,0.0134,3.00,"103,725"
Main-TheChainsOfCommanding,0.0134,2.84,"148,567"
Main-Egopolis,0.0134,2.95,"91,581"
Main-DimensionLord,0.0134,3.07,"33,532"
Main-DiedInYourArmsTonight,0.0134,2.89,"155,017"
Main-HostageForMacGuffin,0.0133,2.96,"70,497"
Main-GigglingVillain,0.0133,2.93,"66,241"
Main-MartyrWithoutACause,0.0133,2.96,"50,014"
Main-SoleSurvivor,0.0133,2.92,"185,527"
Main-CantArgueWithElves,0.0133,3.00,"65,685"
Main-VisionaryVillain,0.0132,3.01,"28,921"
Main-KickedUpstairs,0.0132,2.96,"186,028"
Main-SummonBiggerFish,0.0131,2.90,"83,639"
Main-HopelessWar,0.0131,2.92,"86,780"
Main-ReluctantWarrior,0.0131,3.05,"22,499"
Main-BeneathTheMask,0.0130,2.90,"340,369"
Main-WeAREStrugglingTogether,0.0130,3.01,"71,852"
Main-MrViceGuy,0.0129,2.91,"81,856"
Main-FacingTheBulletsOneLiner,0.0129,2.97,"105,857"
Main-SuccessionCrisis,0.0129,3.03,"65,457"
Main-MisfitMobilizationMoment,0.0129,2.95,"96,354"
Main-WeirdTradeUnion,0.0129,2.88,"139,450"
Main-AlasPoorScrappy,0.0129,2.84,"104,003"
Main-BoomerangBigot,0.0129,3.00,"144,773"
Main-LightIsGood,0.0129,3.05,"51,097"
Main-AndThereWasMuchRejoicing,0.0129,2.96,"95,888"
Main-KnightErrant,0.0129,3.00,"101,655"
Main-SadClown,0.0129,2.94,"115,010"
Main-IHaveNoSon,0.0128,2.97,"138,559"
Main-VillainsNeverLie,0.0128,2.92,"87,508"
Main-LeftForDead,0.0128,3.03,"20,710"
Main-SurvivalMantra,0.0128,2.98,"117,253"
Main-KidWithTheLeash,0.0128,2.99,"39,857"
Main-BananaRepublic,0.0128,3.06,"106,226"
Main-TheComplainerIsAlwaysWrong,0.0128,2.93,"179,059"
Main-GoodCopBadCop,0.0127,2.93,"153,866"
Main-HeroesRUs,0.0127,3.05,"57,790"
Main-MotiveDecay,0.0127,2.82,"115,858"
Main-FamedInStory,0.0127,2.99,"47,634"
Main-SuicideMission,0.0127,2.99,"93,649"
Main-AchillesInHisTent,0.0126,2.98,"88,282"
Main-DeathEqualsRedemption,0.0126,3.05,"36,165"
Main-PropheciesAreAlwaysRight,0.0126,3.06,"48,654"
Main-EvilAllAlong,0.0126,3.00,"77,283"
Main-OrphanageOfFear,0.0126,2.91,"126,317"
Main-PassingTheTorch,0.0126,2.96,"77,093"
Main-BewareTheSuperman,0.0126,2.94,"85,882"
Main-Tragedy,0.0125,3.03,"172,838"
Main-AllBikersAreHellsAngels,0.0125,2.92,"164,494"
Main-MommyIssues,0.0125,3.02,"52,473"
Main-HangingJudge,0.0125,2.91,"210,705"
Main-BeingEvilSucks,0.0125,2.95,"54,222"
Main-TailorMadePrison,0.0125,2.90,"89,604"
Main-HiddenAgendaVillain,0.0125,2.95,"45,692"
Main-SympathyForTheDevil,0.0125,2.99,"64,323"
Main-DestinationDefenestration,0.0125,2.91,"117,322"
Main-IWasJustPassingThrough,0.0125,3.05,"18,720"
Main-GoodShepherd,0.0124,2.96,"186,682"
Main-WeWillMeetAgain,0.0124,2.98,"48,560"
Main-SympatheticMurderer,0.0124,2.92,"170,301"
Main-OutlawCouple,0.0124,2.87,"156,082"
Main-EqualOpportunityEvil,0.0124,2.92,"87,736"
Main-SelfMadeMan,0.0124,2.89,"190,295"
Main-JokerJury,0.0124,3.04,"38,474"
Main-TheClan,0.0124,3.04,"52,008"
Main-SuperRegistrationAct,0.0123,3.01,"105,937"
Main-JustLikeRobinHood,0.0123,2.89,"141,120"
Main-HeroicWannabe,0.0123,2.94,"77,391"
Main-NotMeThisTime,0.0123,2.99,"52,393"
Main-ArmiesAreEvil,0.0123,3.04,"54,929"
Main-KirkSummation,0.0122,3.04,"23,534"
Main-MinorInjuryOverreaction,0.0122,2.99,"56,783"
Main-AdiposeRex,0.0122,2.97,"154,859"
Main-StupidGood,0.0122,2.93,"52,897"
Main-SillyRabbitIdealismIsForKids,0.0122,2.97,"77,777"
Main-IfYoureSoEvilEatThisKitten,0.0121,2.90,"124,202"
Main-Merlin,0.0121,3.05,"78,767"
Main-ApologeticAttacker,0.0121,2.89,"80,687"
Main-AWorldHalfFull,0.0121,2.91,"118,863"
Main-JustFollowingOrders,0.0121,2.99,"93,760"
Main-ExplosiveLeash,0.0121,2.96,"67,121"
Main-GloryHound,0.0121,2.96,"97,953"
Main-ThisIsSomethingHesGotToDoHimself,0.0121,2.93,"103,922"
Main-ThickerThanWater,0.0121,2.95,"105,986"
Main-VirginSacrifice,0.0120,2.95,"122,787"
Main-PietaPlagiarism,0.0120,2.95,"163,640"
Main-FlashbackNightmare,0.0120,2.97,"95,841"
Main-TheCaper,0.0120,3.10,"111,868"
Main-SwissMessenger,0.0120,2.94,"79,512"
Main-FriendOrFoe,0.0120,3.04,"103,037"
Main-SympatheticPOV,0.0119,2.95,"76,532"
Main-RulesLawyer,0.0119,2.96,"178,511"
Main-ForeverWar,0.0119,3.00,"84,317"
Main-ForGreatJustice,0.0119,2.99,"82,768"
Main-LivingLegend,0.0119,3.02,"29,936"
Main-GoodHairEvilHair,0.0119,2.66,"261,981"
Main-EvilTeacher,0.0119,2.98,"51,946"
Main-GoThroughMe,0.0118,2.93,"58,674"
Main-LikeFatherLikeSon,0.0118,3.38,"17,672"
Main-TheGreatestStoryNeverTold,0.0118,2.91,"69,579"
Main-BerserkerTears,0.0118,3.00,"51,601"
Main-ChangelingFantasy,0.0117,2.80,"194,134"
Main-ThisMeansWar,0.0117,3.06,"40,827"
Main-RapePillageAndBurn,0.0117,3.00,"105,865"
Main-DeceptiveDisciple,0.0116,3.01,"23,259"
Main-LaserGuidedTykebomb,0.0116,2.89,"63,982"
Main-SnowMeansDeath,0.0116,2.96,"177,786"
Main-NothingCanStopUsNow,0.0116,2.96,"45,131"
Main-MookHorrorShow,0.0116,2.75,"126,429"
Main-BewareTheSillyOnes,0.0115,2.87,"58,383"
Main-PsychoSupporter,0.0115,3.02,"24,056"
Main-UltimateJobSecurity,0.0114,2.96,"84,158"
Main-KillHimAlready,0.0114,3.02,"44,737"
Main-DeadlyGame,0.0114,2.81,"429,314"
Main-KungFuJesus,0.0114,2.89,"141,003"
Main-PerfectPacifistPeople,0.0114,2.89,"107,181"
Main-BigBadFriend,0.0113,2.98,"79,712"
Main-WhatWereYouThinking,0.0113,3.02,"35,423"
Main-TheMadHatter,0.0113,2.87,"105,925"
Main-OverlordJr,0.0113,2.86,"115,597"
Main-DareToBeBadass,0.0112,2.93,"59,869"
Main-TheRevolutionWillNotBeVilified,0.0111,3.05,"51,106"
Main-RoboticPsychopath,0.0111,2.97,"44,942"
Main-HiddenHeartOfGold,0.0111,3.08,"32,065"
Main-BizarroUniverse,0.0111,2.99,"37,695"
Main-TheSocialDarwinist,0.0111,2.88,"78,776"
Main-NearVillainVictory,0.0111,2.80,"68,790"
Main-LastSecondChance,0.0111,2.88,"72,391"
Main-DrivenToMadness,0.0111,3.00,"92,098"
Main-PatrickStewartSpeech,0.0111,2.95,"58,924"
Main-GracefulLoser,0.0111,3.02,"53,814"
Main-ImpossibleTask,0.0111,2.94,"186,924"
Main-KnowWhenToFoldEm,0.0111,3.00,"67,759"
Main-CouncilOfAngels,0.0110,3.08,"20,825"
Main-TheHorde,0.0110,3.04,"111,825"
Main-GoodIsNotDumb,0.0110,2.98,"52,968"
Main-TheJorEl,0.0110,3.01,"60,204"
Main-TrojanHorse,0.0110,3.06,"26,770"
Main-TheSiege,0.0110,3.08,"52,707"
Main-NebulousEvilOrganisation,0.0110,3.02,"56,004"
Main-YoungestChildWins,0.0110,2.94,"151,265"
Main-RootingForTheEmpire,0.0110,2.77,"201,550"
Main-InspectorZenigata,0.0110,3.00,"65,391"
Main-WeHelpTheHelpless,0.0110,3.01,"72,703"
Main-OneWorldOrder,0.0110,3.00,"75,558"
Main-ObiWanMoment,0.0109,2.99,"65,971"
Main-BlackSheep,0.0109,2.90,"195,114"
Main-SaintlyChurch,0.0109,2.92,"129,931"
Main-HaveYouSeenMyGod,0.0109,3.01,"66,115"
Main-ObfuscatingInsanity,0.0109,2.96,"75,819"
